Datum;Inhaber;Betreff;Betrag
18.12.2022;Walt Disney;Disney+;-17,99 EUR
20.12.2022;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 4017889;-6,6 EUR
20.12.2022;Staatstheater;Staatstheater Eintritt Giro Card Transaktion: 653312809;-73,6 EUR
22.12.2022;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
22.12.2022;Otto;Buchungsnr: 2334263;-175,29 EUR
26.12.2022;Saturn;Buchungsnr: 9768676;-174,71 EUR
29.12.2022;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
29.12.2022;Pizzaria Mario;Bis zum n�chsten Mal! Pizzaria Mario Rechnungsnummer: 4036;-11,0 EUR
01.01.2023;Mietskaserne am R�benacker;Miete f�r Monat: January;-750 EUR
01.01.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r January;-18,36 EUR
02.01.2023;Penny;Rechnungsnr: 9121592;-183,89 EUR
02.01.2023;Online Pharma;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 1123615;-24,9 EUR
02.01.2023;VHV;Privathaftpflicht;-4,5 EUR
02.01.2023;Otto;Buchungsnr: 5252746;-50,9 EUR
03.01.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.01.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 3663833;-7,86 EUR
04.01.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
06.01.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 905757769;-5,9 EUR
08.01.2023;Reformhaus;Rechnungsnr: 7465441;-95,71 EUR
08.01.2023;Jet;Giro Card Transaktion: 341403092;-48,69 EUR
10.01.2023;Netflix ltd.;Netflix;-17,99 EUR
11.01.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r January;-19,99 EUR
11.01.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
12.01.2023;Apollo;Apollo Eintritt Giro Card Transaktion: 820058739;-18,4 EUR
13.01.2023;Amazon;Buchungsnr: 9254263;-123,41 EUR
14.01.2023;NOVA;Gehalt f�r Monat: January;2000 EUR
14.01.2023;Bok;Bis zum n�chsten Mal! Bok Rechnungsnummer: 8280;-18,2 EUR
14.01.2023;Amazon;Buchungsnr: 8967300;-55,83 EUR
16.01.2023;Shell;Giro Card Transaktion: 274579320;-79,01 EUR
16.01.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 605262757;-5,9 EUR
16.01.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
18.01.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
18.01.2023;Walt Disney;Disney+;-17,99 EUR
19.01.2023;Denns;Rechnungsnr: 2101657;-101,35 EUR
20.01.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 1418783;-11,22 EUR
24.01.2023;Otto;Buchungsnr: 9872500;-66,86 EUR
25.01.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
30.01.2023;Edeka;Rechnungsnr: 9323752;-97,05 EUR
30.01.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 138473042;-5,9 EUR
01.02.2023;Mietskaserne am R�benacker;Miete f�r Monat: February;-750 EUR
01.02.2023;Denns;Rechnungsnr: 1085484;-33,99 EUR
01.02.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 2911387;-8,99 EUR
01.02.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r February;-18,36 EUR
02.02.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
02.02.2023;VHV;Privathaftpflicht;-4,5 EUR
03.02.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.02.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 8840512;-6,04 EUR
05.02.2023;Paypal;Buchungsnr: 1403577;-70,36 EUR
06.02.2023;NP;Rechnungsnr: 5398780;-69,9 EUR
06.02.2023;Faultier-Apotheke;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 8877857;-24,9 EUR
07.02.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 1692448;-10,71 EUR
09.02.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
10.02.2023;Netflix ltd.;Netflix;-17,99 EUR
11.02.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r February;-19,99 EUR
14.02.2023;NOVA;Gehalt f�r Monat: February;2000 EUR
14.02.2023;Edeka;Rechnungsnr: 8478581;-30,61 EUR
14.02.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 864269829;-5,9 EUR
15.02.2023;Denns;Rechnungsnr: 8748039;-32,51 EUR
16.02.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
16.02.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 4287622;-6,44 EUR
16.02.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
17.02.2023;GOP Variet�;GOP Variet� Eintritt Giro Card Transaktion: 911440927;-18,2 EUR
18.02.2023;Walt Disney;Disney+;-17,99 EUR
19.02.2023;Athenopolis;Bis zum n�chsten Mal! Athenopolis Rechnungsnummer: 7999;-20,4 EUR
19.02.2023;Apollo;Apollo Eintritt Giro Card Transaktion: 585882304;-20,3 EUR
19.02.2023;Otto;Buchungsnr: 1600328;-137,55 EUR
21.02.2023;NP;Rechnungsnr: 8534930;-34,99 EUR
23.02.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
23.02.2023;Otto;Buchungsnr: 9668059;-63,11 EUR
24.02.2023;Otto;Buchungsnr: 6558500;-78,98 EUR
25.02.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 9747173;-5,97 EUR
01.03.2023;Mietskaserne am R�benacker;Miete f�r Monat: March;-750 EUR
01.03.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r March;-18,36 EUR
01.03.2023;Paypal;Buchungsnr: 9355435;-83,25 EUR
02.03.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
02.03.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 8723629;-11,11 EUR
02.03.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 3303609;-9,39 EUR
02.03.2023;VHV;Privathaftpflicht;-4,5 EUR
02.03.2023;Otto;Buchungsnr: 7763452;-230,42 EUR
03.03.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
08.03.2023;BP;Giro Card Transaktion: 648984066;-31,68 EUR
09.03.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
10.03.2023;Netflix ltd.;Netflix;-17,99 EUR
11.03.2023;Rewe;Rechnungsnr: 5107971;-82,46 EUR
11.03.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r March;-19,99 EUR
11.03.2023;Pizzaria Mario;Bis zum n�chsten Mal! Pizzaria Mario Rechnungsnummer: 1039;-11,1 EUR
11.03.2023;Paypal;Buchungsnr: 5930162;-83,33 EUR
14.03.2023;NOVA;Gehalt f�r Monat: March;2000 EUR
16.03.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
16.03.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 6320904;-11,31 EUR
16.03.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
17.03.2023;BP;Giro Card Transaktion: 279491357;-31,13 EUR
18.03.2023;Apotheke im Zentrum;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 5374743;-24,9 EUR
18.03.2023;Walt Disney;Disney+;-17,99 EUR
23.03.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
27.03.2023;Reformhaus;Rechnungsnr: 7156773;-184,28 EUR
29.03.2023;Schauspielhaus;Schauspielhaus Eintritt Giro Card Transaktion: 672290475;-64,9 EUR
30.03.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
31.03.2023;Reformhaus;Rechnungsnr: 3608103;-106,74 EUR
31.03.2023;Reformhaus;Rechnungsnr: 8546165;-110,52 EUR
31.03.2023;Cinemaxx;Cinemaxx Eintritt Giro Card Transaktion: 460986563;-17,1 EUR
01.04.2023;Mietskaserne am R�benacker;Miete f�r Monat: April;-750 EUR
01.04.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 3305687;-10,19 EUR
01.04.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r April;-18,36 EUR
02.04.2023;VHV;Privathaftpflicht;-4,5 EUR
03.04.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.04.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
04.04.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 1902762;-7,93 EUR
04.04.2023;Astor;Astor Eintritt Giro Card Transaktion: 760147744;-13,2 EUR
05.04.2023;Apotheke im Zentrum;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 6216030;-24,9 EUR
06.04.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 453793919;-5,9 EUR
08.04.2023;Reformhaus;Rechnungsnr: 9546592;-86,53 EUR
10.04.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
10.04.2023;Netflix ltd.;Netflix;-17,99 EUR
11.04.2023;Penny;Rechnungsnr: 8569844;-96,05 EUR
11.04.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r April;-19,99 EUR
12.04.2023;Otto;Buchungsnr: 9488253;-67,21 EUR
13.04.2023;Denns;Rechnungsnr: 6037698;-156,69 EUR
14.04.2023;NOVA;Gehalt f�r Monat: April;2000 EUR
14.04.2023;Paypal;Buchungsnr: 2841526;-138,65 EUR
16.04.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
17.04.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
17.04.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 610204591;-5,9 EUR
18.04.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 906753424;-5,9 EUR
18.04.2023;Walt Disney;Disney+;-17,99 EUR
19.04.2023;NP;Rechnungsnr: 7033053;-73,43 EUR
20.04.2023;Kleines Theater;Kleines Theater Eintritt Giro Card Transaktion: 677706115;-30,0 EUR
20.04.2023;Amazon;Buchungsnr: 9918547;-54,14 EUR
21.04.2023;Pizzaria Mario;Bis zum n�chsten Mal! Pizzaria Mario Rechnungsnummer: 5843;-21,5 EUR
23.04.2023;Reformhaus;Rechnungsnr: 3444339;-75,29 EUR
24.04.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
30.04.2023;Aral;Giro Card Transaktion: 354136359;-63,74 EUR
01.05.2023;Mietskaserne am R�benacker;Miete f�r Monat: May;-750 EUR
01.05.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r May;-18,36 EUR
01.05.2023;Saturn;Buchungsnr: 9593281;-25,11 EUR
02.05.2023;VHV;Privathaftpflicht;-4,5 EUR
02.05.2023;Cinemaxx;Cinemaxx Eintritt Giro Card Transaktion: 315191702;-14,1 EUR
03.05.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
04.05.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
05.05.2023;Reformhaus;Rechnungsnr: 5043309;-99,05 EUR
05.05.2023;Otto;Buchungsnr: 4886509;-35,34 EUR
10.05.2023;Netflix ltd.;Netflix;-17,99 EUR
11.05.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r May;-19,99 EUR
11.05.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
14.05.2023;NOVA;Gehalt f�r Monat: May;2000 EUR
15.05.2023;NP;Rechnungsnr: 8546257;-45,54 EUR
15.05.2023;Pizzaria Mario;Bis zum n�chsten Mal! Pizzaria Mario Rechnungsnummer: 1341;-19,6 EUR
16.05.2023;NP;Rechnungsnr: 4492482;-60,61 EUR
16.05.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
17.05.2023;Paypal;Buchungsnr: 5568174;-26,15 EUR
17.05.2023;Otto;Buchungsnr: 4995877;-26,4 EUR
18.05.2023;Online Pharma;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 2385447;-24,9 EUR
18.05.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
18.05.2023;Walt Disney;Disney+;-17,99 EUR
22.05.2023;Aldi;Rechnungsnr: 5341410;-52,11 EUR
24.05.2023;NP;Rechnungsnr: 4044787;-60,69 EUR
25.05.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
25.05.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 485132995;-5,9 EUR
29.05.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 1142425;-5,86 EUR
29.05.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 877978353;-5,9 EUR
01.06.2023;Mietskaserne am R�benacker;Miete f�r Monat: June;-750 EUR
01.06.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
01.06.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r June;-18,36 EUR
02.06.2023;VHV;Privathaftpflicht;-4,5 EUR
02.06.2023;Saturn;Buchungsnr: 8883610;-42,37 EUR
02.06.2023;Saturn;Buchungsnr: 1843839;-58,68 EUR
03.06.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.06.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 5934724;-7,91 EUR
03.06.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 632558829;-5,9 EUR
06.06.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 7112428;-8,38 EUR
06.06.2023;Amazon;Buchungsnr: 7416189;-37,95 EUR
07.06.2023;Lidl;Rechnungsnr: 4235971;-266,0 EUR
07.06.2023;Cinemaxx;Cinemaxx Eintritt Giro Card Transaktion: 102956944;-13,1 EUR
08.06.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
08.06.2023;Jet;Giro Card Transaktion: 826908165;-54,87 EUR
10.06.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 7748501;-7,66 EUR
10.06.2023;Netflix ltd.;Netflix;-17,99 EUR
11.06.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r June;-19,99 EUR
14.06.2023;NOVA;Gehalt f�r Monat: June;2000 EUR
15.06.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
16.06.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
18.06.2023;Walt Disney;Disney+;-17,99 EUR
19.06.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 257360383;-5,9 EUR
22.06.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
23.06.2023;Faultier-Apotheke;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 3350061;-24,9 EUR
23.06.2023;Pizzaria Mario;Bis zum n�chsten Mal! Pizzaria Mario Rechnungsnummer: 6039;-15,7 EUR
24.06.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 9003048;-10,9 EUR
25.06.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 5841243;-9,81 EUR
27.06.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 509958894;-5,9 EUR
27.06.2023;Schauspielhaus;Schauspielhaus Eintritt Giro Card Transaktion: 980673383;-52,7 EUR
29.06.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
01.07.2023;Mietskaserne am R�benacker;Miete f�r Monat: July;-750 EUR
01.07.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r July;-18,36 EUR
02.07.2023;VHV;Privathaftpflicht;-4,5 EUR
03.07.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.07.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
08.07.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 2385279;-10,18 EUR
09.07.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 1765906;-10,75 EUR
10.07.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
10.07.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 803922460;-5,9 EUR
10.07.2023;Netflix ltd.;Netflix;-17,99 EUR
11.07.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r July;-19,99 EUR
12.07.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 924476177;-5,9 EUR
14.07.2023;NOVA;Gehalt f�r Monat: July;2000 EUR
16.07.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
17.07.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
18.07.2023;Walt Disney;Disney+;-17,99 EUR
20.07.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 5386097;-8,95 EUR
20.07.2023;Paypal;Buchungsnr: 3981424;-50,42 EUR
20.07.2023;Paypal;Buchungsnr: 4008758;-54,19 EUR
22.07.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 9706462;-6,44 EUR
22.07.2023;Paypal;Buchungsnr: 5841252;-125,68 EUR
23.07.2023;Edeka;Rechnungsnr: 6802039;-81,72 EUR
24.07.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
25.07.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 7933294;-9,77 EUR
26.07.2023;Otto;Buchungsnr: 7821610;-53,71 EUR
28.07.2023;Denns;Rechnungsnr: 5543991;-186,58 EUR
28.07.2023;Apotheke im Zentrum;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 1053649;-24,9 EUR
29.07.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 725775004;-5,9 EUR
30.07.2023;NP;Rechnungsnr: 9781902;-132,7 EUR
31.07.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 5035247;-11,13 EUR
31.07.2023;GOP Variet�;GOP Variet� Eintritt Giro Card Transaktion: 506713346;-62,8 EUR
01.08.2023;Mietskaserne am R�benacker;Miete f�r Monat: August;-750 EUR
01.08.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 2072789;-11,19 EUR
01.08.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r August;-18,36 EUR
02.08.2023;VHV;Privathaftpflicht;-4,5 EUR
03.08.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.08.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
08.08.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 6096143;-9,34 EUR
08.08.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 2609665;-7,02 EUR
08.08.2023;Paypal;Buchungsnr: 4682926;-378,0 EUR
10.08.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
10.08.2023;Netflix ltd.;Netflix;-17,99 EUR
11.08.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r August;-19,99 EUR
13.08.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 6125484;-5,23 EUR
14.08.2023;NOVA;Gehalt f�r Monat: August;2000 EUR
14.08.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 5587616;-10,25 EUR
16.08.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
17.08.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
18.08.2023;Walt Disney;Disney+;-17,99 EUR
19.08.2023;Netto;Rechnungsnr: 2501659;-119,34 EUR
19.08.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 6358434;-5,45 EUR
20.08.2023;Penny;Rechnungsnr: 8674484;-304,65 EUR
21.08.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 8856482;-5,83 EUR
21.08.2023;Bok;Bis zum n�chsten Mal! Bok Rechnungsnummer: 4115;-17,4 EUR
22.08.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 4362997;-11,74 EUR
23.08.2023;Online Pharma;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 3355431;-24,9 EUR
24.08.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
27.08.2023;Shell;Giro Card Transaktion: 835917712;-60,04 EUR
28.08.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 2602006;-11,92 EUR
28.08.2023;Aral;Giro Card Transaktion: 895486760;-30,91 EUR
29.08.2023;Cinemaxx;Cinemaxx Eintritt Giro Card Transaktion: 815498923;-12,4 EUR
01.09.2023;Mietskaserne am R�benacker;Miete f�r Monat: September;-750 EUR
01.09.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 3493593;-9,14 EUR
01.09.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 793269676;-5,9 EUR
01.09.2023;VHV;Abbuchung Ihrer Vollkasko Versicherung f�r das KFZ mit dem Kennzeichen: ABC - 1234;-546 EUR
01.09.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r September;-18,36 EUR
01.09.2023;Otto;Buchungsnr: 2096698;-232,0 EUR
02.09.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
02.09.2023;VHV;Privathaftpflicht;-4,5 EUR
03.09.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.09.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 561527098;-5,9 EUR
04.09.2023;NP;Rechnungsnr: 8469244;-77,93 EUR
04.09.2023;Aldi;Rechnungsnr: 1992313;-80,5 EUR
06.09.2023;Cinemaxx;Cinemaxx Eintritt Giro Card Transaktion: 104448568;-13,1 EUR
08.09.2023;Denns;Rechnungsnr: 6087251;-83,41 EUR
08.09.2023;Oeffentlicher Personennahverkehr;Ihr Ticket: 940743182;-5,9 EUR
09.09.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
09.09.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 5496283;-7,3 EUR
10.09.2023;Netflix ltd.;Netflix;-17,99 EUR
11.09.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r September;-19,99 EUR
11.09.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 8126600;-7,28 EUR
14.09.2023;NOVA;Gehalt f�r Monat: September;2000 EUR
15.09.2023;Apotheke im Zentrum;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 2498882;-24,9 EUR
16.09.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
16.09.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 9358797;-8,88 EUR
16.09.2023;BP;Giro Card Transaktion: 496619704;-60,41 EUR
16.09.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
18.09.2023;Walt Disney;Disney+;-17,99 EUR
19.09.2023;MCD;Ihre Bestellung bei MCD Rechnungsnummer: 2490732;-9,69 EUR
21.09.2023;Netto;Rechnungsnr: 5261941;-77,28 EUR
21.09.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 5489490;-6,41 EUR
21.09.2023;Uni Mensa;Ihre Bestellung bei Uni Mensa Rechnungsnummer: 7872976;-9,98 EUR
23.09.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
24.09.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 8904468;-10,05 EUR
25.09.2023;Reformhaus;Rechnungsnr: 2139770;-164,88 EUR
25.09.2023;Shell;Giro Card Transaktion: 645254021;-73,19 EUR
01.10.2023;Mietskaserne am R�benacker;Miete f�r Monat: October;-750 EUR
01.10.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r October;-18,36 EUR
02.10.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 1829897;-10,27 EUR
02.10.2023;VHV;Privathaftpflicht;-4,5 EUR
03.10.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
04.10.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
04.10.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 9608798;-5,43 EUR
05.10.2023;Penny;Rechnungsnr: 8054950;-46,06 EUR
06.10.2023;BK;Ihre Bestellung bei BK Rechnungsnummer: 2637826;-8,96 EUR
08.10.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 3443924;-5,21 EUR
10.10.2023;Netflix ltd.;Netflix;-17,99 EUR
11.10.2023;Fitness im K�sehaus;Muskelbutze Fitness im K�sehaus. Ihr Mitgliedsbeitrag f�r October;-19,99 EUR
11.10.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
11.10.2023;Saturn;Buchungsnr: 8451370;-79,85 EUR
14.10.2023;NOVA;Gehalt f�r Monat: October;2000 EUR
14.10.2023;Faultier-Apotheke;Vielen Dank f�r Ihren Einkauf! Rechnungsnr: 4727903;-24,9 EUR
15.10.2023;Zahn�rzte an der Zuckerr�benfabrik;Zahn�rzte an der Zuckerr�benfabrik Rechnungsnr: 1090;-79,9 EUR
16.10.2023;Mein Sparkonto;Dauerauftrag KontoNr. 12345678;-200 EUR
18.10.2023;Netto;Rechnungsnr: 6639511;-53,15 EUR
18.10.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
18.10.2023;Walt Disney;Disney+;-17,99 EUR
19.10.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 8656933;-10,59 EUR
19.10.2023;Kleines Theater;Kleines Theater Eintritt Giro Card Transaktion: 854556069;-68,0 EUR
21.10.2023;NP;Rechnungsnr: 2342008;-115,91 EUR
21.10.2023;Best D�ner in Town;Ihre Bestellung bei Best D�ner in Town Rechnungsnummer: 5970258;-7,53 EUR
21.10.2023;KFC;Ihre Bestellung bei KFC Rechnungsnummer: 4773001;-5,39 EUR
23.10.2023;Otto;Buchungsnr: 7652453;-58,53 EUR
24.10.2023;NP;Rechnungsnr: 4449681;-45,85 EUR
25.10.2023;Rewe;Rechnungsnr: 2683263;-52,02 EUR
25.10.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
28.10.2023;Otto;Buchungsnr: 5512094;-60,64 EUR
29.10.2023;Otto;Buchungsnr: 3741431;-45,98 EUR
31.10.2023;Shell;Giro Card Transaktion: 688149473;-26,06 EUR
01.11.2023;Mietskaserne am R�benacker;Miete f�r Monat: November;-750 EUR
01.11.2023;Zoll;Ihre KFZ Steuer f�r das Kennzeichen: ABC - 1234;-52 EUR
01.11.2023;Norddeutscher Rundfunk;Rundfunkbeitrag f�r November;-18,36 EUR
01.11.2023;Amazon;Buchungsnr: 3639396;-63,64 EUR
02.11.2023;Stadtbad;Eintritt Schwimmbad;-7,5 EUR
02.11.2023;VHV;Privathaftpflicht;-4,5 EUR
03.11.2023;VfL;Ihr Mitgliedsbeitrag zum Verein f�r Leibesert�chtigung;-20 EUR
03.11.2023;BP;Giro Card Transaktion: 768650386;-52,68 EUR
05.11.2023;Aldi;Rechnungsnr: 2294582;-130,41 EUR
